purchase_id,customer_id,product_id,purchase_date,quantity,total_amount
56,5,343,13-06-2019,3,48.26572278
57,6,260,23-12-2020,5,119.4278973
58,6,270,21-09-2020,1,40.3475224
59,6,226,06-08-2022,5,49.82904455
60,6,350,29-01-2022,3,8.9047238
61,6,274,20-04-2022,2,31.09200098
62,6,447,15-02-2023,2,72.88116518
63,6,332,19-12-2021,1,10.5133058
64,6,357,02-10-2022,2,15.0792543
65,6,174,22-09-2022,2,3.573069364
66,6,427,04-04-2021,1,25.40711238
67,6,224,15-07-2023,4,114.5340175
68,7,329,24-12-2022,2,60.10281912
69,7,109,20-03-2020,4,118.6893571
70,7,362,19-02-2023,1,46.74914106
71,7,326,08-04-2018,2,46.95625182
72,7,115,14-11-2021,4,55.31154723
73,7,185,20-03-2022,2,58.30181923
74,7,114,09-07-2022,2,65.55765678
75,7,92,03-04-2020,1,14.9622825
76,7,155,13-07-2021,2,94.12848661
77,7,130,14-06-2020,3,127.2193182
78,7,83,05-06-2019,1,2.975293264
79,7,343,16-03-2020,4,187.9078175
80,7,188,27-10-2020,5,178.107898
81,7,106,19-05-2020,2,94.22059475
82,7,482,14-08-2019,3,103.1467877
83,7,206,23-09-2018,4,164.065886
84,8,475,02-12-2018,1,10.74372879
85,8,292,13-12-2019,2,20.36663882
86,8,271,14-07-2020,5,11.86511925
87,9,45,02-08-2023,1,37.30499512
88,9,195,25-01-2023,1,1.546734835
89,9,290,25-02-2022,2,83.47846261
90,9,80,10-02-2022,3,81.89587103
91,9,20,30-05-2023,3,59.09655675
92,9,326,14-06-2022,2,46.25658554
93,9,321,24-12-2022,4,170.0144389
94,9,90,19-02-2023,2,88.92572565
95,9,143,04-09-2023,3,50.84955263
96,9,107,06-12-2022,5,13.24094988
97,9,222,29-11-2022,4,42.21638875
98,9,358,25-03-2022,3,134.8395014
99,9,391,19-07-2023,2,9.076375171
100,9,438,10-03-2023,5,59.48515491
101,9,43,21-10-2023,4,130.6626875
102,9,376,11-02-2022,3,55.01353879
103,9,144,08-01-2023,4,128.5761714
104,9,304,01-06-2023,4,13.78930761
105,9,103,27-06-2023,3,130.9589173
106,10,120,09-03-2022,4,62.55922382
107,10,286,09-04-2020,2,71.37247486
108,10,5,09-11-2021,5,16.88960911
109,10,26,11-06-2022,4,39.61114852
110,10,427,24-06-2023,5,36.0823717
111,10,296,11-01-2023,4,13.73385805
112,10,179,09-09-2022,2,34.44973582
113,10,297,01-08-2020,5,21.6498888
114,10,235,18-02-2022,5,152.6486191
115,10,186,16-05-2023,5,161.9126952
116,10,114,21-07-2023,5,49.05770692
117,11,92,12-03-2023,5,177.337955
118,11,291,03-05-2021,2,69.52956044
119,11,367,11-02-2019,2,89.92990506
120,11,489,06-01-2022,2,12.87716986
121,11,236,06-03-2020,2,88.90403533
122,11,212,27-06-2020,4,62.73015914
123,11,387,06-11-2019,1,26.64875088
124,11,85,17-07-2021,3,66.87994489
125,11,369,20-02-2021,5,183.8075915
126,11,198,18-01-2023,5,54.96150498
127,11,394,06-05-2023,3,101.7644387
128,12,442,09-07-2023,3,80.30907204
129,12,58,09-08-2019,4,183.191964
130,12,57,17-12-2019,4,80.81615615
131,12,253,28-05-2023,4,22.22047098
132,12,363,26-08-2023,3,28.76780054
133,12,212,22-01-2023,1,32.20231193
134,13,324,31-01-2022,2,17.73205858
135,13,483,08-12-2022,5,131.8010382
136,13,144,16-08-2022,2,96.08617222
137,13,257,15-01-2022,5,155.0452685
138,13,332,22-06-2021,5,114.2279667
139,13,465,13-06-2021,3,112.8259546
140,14,321,15-01-2022,5,210.0600317
141,14,439,20-09-2016,4,105.6156865
142,14,370,13-05-2017,2,57.27357057
143,14,349,19-11-2018,2,99.30413537
144,14,481,02-06-2018,4,71.78283574
145,14,366,14-11-2016,1,45.71778526
146,14,479,21-12-2022,1,40.98820317
147,15,360,14-04-2023,2,18.3655388
148,15,344,19-03-2023,3,4.681898879
149,15,20,06-04-2023,1,18.90374969
150,15,221,24-06-2023,2,56.04138109
151,15,71,15-06-2023,5,141.0151898
152,15,190,23-06-2023,1,41.02521704
153,15,358,20-03-2023,2,6.871879382
154,15,148,15-03-2023,5,8.171453159
155,15,114,04-10-2023,1,18.79876959
156,15,325,28-11-2022,3,59.82220795
157,15,302,17-05-2023,2,26.54278277
158,15,232,22-03-2023,3,104.9569825
159,15,99,23-12-2022,3,39.90134202
160,15,141,01-04-2023,2,65.93289569
161,16,386,21-10-2021,1,12.07470191
162,16,279,31-12-2020,4,116.914288
163,16,366,08-09-2018,1,33.47236065
164,16,330,26-09-2023,1,32.2389831
165,17,368,19-06-2021,1,16.36260777
166,17,154,16-12-2022,1,1.627214943
167,17,477,14-01-2022,2,66.34930734
168,17,344,18-03-2021,2,77.46526379
169,17,476,09-09-2022,1,35.70408093
170,17,380,14-01-2023,3,81.6639284
171,17,86,27-10-2022,2,81.4962905
172,17,283,25-12-2022,2,10.81039842
173,17,161,11-04-2023,3,6.360162575
174,17,341,09-05-2023,3,72.99792073
175,17,146,10-04-2021,3,5.219608825
176,18,8,15-06-2023,5,17.89556179
177,18,344,13-07-2023,1,37.86666534
178,18,49,20-10-2022,2,43.7610721
179,18,359,09-03-2022,5,108.7348394
180,19,298,21-03-2022,3,18.92548674
181,19,143,28-05-2023,5,108.8672858
182,19,334,16-07-2023,3,11.49838176
183,19,312,17-01-2023,4,163.8142067
184,19,438,04-03-2022,4,45.90959619
185,19,169,05-01-2021,2,38.11931415
186,19,128,11-07-2021,2,42.25033374
187,19,205,27-11-2022,2,85.75740988
188,19,185,23-10-2022,1,49.30730475
189,20,436,04-02-2023,4,194.6888545
190,20,163,15-12-2022,2,94.81578712
191,20,479,16-01-2022,5,113.0565714
192,20,457,18-02-2021,2,93.32942615
193,20,457,25-05-2021,1,11.19489828
194,20,475,25-12-2020,5,234.6973994
195,20,295,22-09-2022,1,25.84697435
196,20,44,12-06-2021,4,93.46484149
197,20,422,18-03-2021,1,1.63276441
198,20,305,07-04-2021,5,153.5216457
199,20,152,08-12-2021,2,5.204007997
200,20,331,22-06-2023,5,193.8783232
201,20,357,18-01-2021,4,199.9929275
202,20,298,24-02-2022,2,86.54160223
203,20,410,21-05-2021,4,32.22975035
204,20,94,01-10-2021,2,8.398472435
205,20,338,08-01-2022,1,15.86347499
206,21,292,10-09-2021,4,116.9588642
207,21,131,20-01-2019,5,211.6960131
208,21,41,29-07-2023,1,14.37756638
209,21,137,11-06-2023,1,16.9744823
210,21,77,20-02-2019,4,101.2489679
211,21,415,25-02-2021,2,93.59602973
212,21,224,02-04-2022,1,26.46388413
213,21,46,13-10-2020,5,49.94259935
214,21,387,10-05-2019,5,126.907643
215,21,117,08-04-2023,3,97.34895692
216,21,408,03-01-2022,4,110.5389684
217,21,437,10-09-2022,2,38.20688288
218,22,164,27-05-2021,5,18.21168044
219,22,221,10-07-2019,2,24.22748897
220,22,48,21-09-2019,2,65.69414927
221,22,246,25-06-2019,2,67.82741955
222,22,118,21-09-2019,3,81.88032187
223,22,395,02-07-2020,2,66.66214251
224,22,5,06-03-2022,1,16.06062106
225,23,63,09-08-2023,3,106.8766631
226,23,414,27-10-2023,1,5.523018044
227,23,455,10-01-2023,4,90.76576121
228,23,240,21-02-2023,1,16.03483828
229,23,154,07-03-2023,2,37.30746495
230,23,298,15-04-2023,5,152.6895445
231,23,306,31-05-2023,4,110.8522327
232,23,158,01-01-2023,2,16.38839908
233,23,158,17-04-2023,4,141.7512372
234,23,160,13-02-2023,2,34.81003122
235,23,23,08-08-2023,1,10.66943432
236,24,262,06-01-2023,4,150.7780706
237,24,32,29-09-2023,1,43.00615594
238,24,300,15-06-2021,5,112.4245335
239,24,261,23-12-2022,4,113.072266
240,24,483,14-03-2023,3,82.87084563
241,24,481,02-10-2022,5,16.87853637
242,24,345,24-07-2021,1,28.9257905
243,24,99,27-04-2023,4,12.06204395
244,24,251,08-02-2023,5,187.7616202
245,25,486,06-03-2018,3,77.8431296
246,25,16,30-05-2019,3,139.4774399
247,25,469,22-11-2022,3,66.19144165
248,25,350,24-01-2022,1,31.00805959
249,25,16,06-03-2018,4,139.7242973
250,25,36,16-10-2020,2,98.05560401
251,25,62,02-11-2021,4,134.6559865
252,25,213,28-05-2016,5,107.5374539
253,25,236,06-10-2018,4,16.6651139
254,26,380,12-09-2023,2,69.57287806
255,26,331,21-05-2023,1,44.37393248
256,26,328,01-04-2020,1,47.4861479
257,26,274,13-02-2023,1,32.88873307
258,26,306,21-10-2022,5,196.5155322
259,26,301,09-04-2020,5,97.53052073
260,26,115,01-07-2022,5,10.36016394
261,26,10,14-10-2022,3,133.9452645
262,27,338,28-01-2022,3,39.24065622
263,27,491,06-02-2022,4,98.38232705
264,27,100,14-01-2023,3,47.98892934
265,27,131,17-06-2021,4,84.21576871
266,27,98,16-04-2021,2,11.09070312
267,27,187,02-08-2021,4,22.24204934
268,27,149,07-09-2021,4,157.4730008
269,27,355,01-03-2022,1,7.563708916
270,27,339,11-07-2023,4,171.1988662
271,27,415,19-12-2021,2,98.98908249
272,27,425,23-07-2021,2,54.55847914
273,27,336,02-08-2023,3,111.1269357
274,27,201,26-06-2023,5,167.4836427
275,27,484,14-08-2021,1,18.00023971
276,27,7,28-06-2022,2,37.9888548
277,27,242,28-09-2021,4,121.3444223
278,28,51,31-08-2018,1,37.95078929
279,28,348,06-08-2021,3,121.0851869
280,28,398,13-02-2019,1,6.10590274
281,29,322,10-04-2021,4,135.7319063
282,29,240,24-03-2020,4,175.4118187
283,29,334,15-11-2021,2,37.08979142
284,29,119,29-03-2022,2,26.03311869
285,29,403,19-11-2020,3,26.05974468
286,29,336,31-01-2021,3,39.07248797
287,29,470,24-03-2022,4,188.0591207
288,29,474,11-01-2023,1,9.660404797
289,29,256,10-04-2023,5,129.3754894
290,29,48,11-05-2021,4,198.8741142
291,29,275,05-01-2021,1,46.69047957
292,29,180,02-09-2020,5,166.0817046
293,29,394,25-03-2023,3,149.7035893
294,30,74,04-08-2020,4,174.6978085
295,30,437,26-05-2023,5,31.66965812
296,30,212,03-11-2017,1,30.25270427
297,31,408,19-09-2023,5,53.32962866
298,31,428,19-09-2022,1,33.89536263
299,31,370,15-10-2022,4,189.4434934
300,31,147,15-04-2023,4,101.6098087
301,31,468,22-03-2023,5,91.10217098
302,31,408,06-03-2023,4,69.86351732
303,31,459,26-10-2021,4,20.9814319
304,31,285,20-03-2022,2,53.15124737
305,31,495,18-05-2023,5,167.3682065
306,31,69,04-02-2022,1,11.25682802
307,31,74,28-10-2023,1,15.83509428
308,32,96,30-08-2021,4,131.8484771
309,32,165,04-09-2023,2,69.51627872
310,32,76,01-08-2021,2,86.75139721
311,32,3,08-07-2021,4,60.14613735
312,32,358,17-07-2022,4,139.2262645
313,32,320,01-02-2022,1,38.43037815
314,32,13,25-12-2022,5,156.7602605
315,32,102,23-05-2021,4,134.8102854
316,32,136,03-08-2021,1,42.57395716
317,32,60,23-01-2022,4,164.5332459
318,32,150,03-10-2023,1,33.81832092
319,32,229,26-06-2023,4,49.23072231
320,33,156,30-11-2021,4,92.46581781
321,33,443,03-02-2023,3,99.94040176
322,33,189,19-09-2023,5,48.2554253
323,33,398,01-02-2023,2,56.40502925
324,33,65,02-11-2022,1,39.11055867
325,33,313,16-07-2022,1,3.726038368
326,33,283,28-06-2022,5,232.1012691
327,33,105,07-03-2022,1,20.72460494
328,33,264,25-02-2023,3,96.42913399
329,33,123,10-09-2022,4,170.4814227
330,33,352,11-10-2022,2,5.681895713
331,33,474,08-03-2023,2,58.44902563
332,33,155,25-03-2022,4,139.9969679
333,33,237,14-03-2023,4,177.1434893
334,33,187,12-09-2022,4,153.5765916
335,33,40,31-07-2023,5,74.53990822
336,33,220,02-02-2022,5,92.47122194
337,33,141,12-02-2022,5,112.6297726
338,34,408,29-04-2018,4,166.0411599
339,34,243,12-08-2021,3,80.02553562
340,34,435,29-08-2019,1,46.30562464
341,34,100,27-07-2020,5,91.28415049
342,34,206,04-08-2018,5,40.51229169
343,34,478,27-10-2023,1,14.78456015
344,34,391,24-03-2018,1,20.14983187
345,34,397,01-07-2022,5,108.3692038
346,34,439,13-02-2022,4,51.47875846
347,34,40,01-12-2021,4,133.5333309
348,34,303,20-05-2023,4,103.9623161
349,34,298,15-12-2017,1,9.759000618
350,34,405,21-06-2016,3,139.8193246
351,34,211,16-12-2022,1,10.82880077
352,34,3,07-06-2021,4,35.23152244
353,34,3,13-12-2018,3,67.86170494
354,34,204,20-02-2018,2,11.62839656
355,34,324,14-02-2018,3,64.15009404
356,35,479,16-03-2023,2,55.14728884
357,35,87,27-11-2022,4,168.4653139
358,35,450,16-04-2022,5,153.5941582
359,35,280,23-12-2022,1,10.75641511
360,35,452,22-12-2020,5,144.2375181
361,35,5,12-03-2023,3,139.4837534
362,35,344,17-05-2023,3,90.62682204
363,35,422,18-07-2022,5,166.1647575
364,35,338,23-01-2023,4,150.5282906
365,35,218,01-07-2023,4,175.2222172
366,35,103,18-06-2023,2,80.49505059
367,35,184,17-01-2021,2,68.87871064
368,35,328,29-06-2021,1,3.812901062
369,35,255,28-02-2022,3,114.1080614
370,35,197,07-03-2023,5,199.23497
371,36,143,27-08-2021,3,103.4535668
372,36,353,30-05-2022,5,243.019324
373,36,497,28-02-2023,3,19.83660671
374,36,299,18-03-2017,3,143.0294763
375,36,397,01-08-2020,1,26.56950857
376,36,88,19-04-2020,4,54.2850288
377,36,215,11-06-2015,5,147.7860434
378,36,235,23-09-2022,1,24.10555137
379,36,474,12-02-2018,3,12.14174314
380,36,480,16-11-2019,5,125.948344
381,36,86,14-11-2021,2,50.77519737
382,36,464,16-02-2016,4,40.58413122
383,36,449,02-09-2022,4,29.26518389
384,36,175,14-08-2023,1,16.8567829
385,37,57,26-06-2022,1,41.31763124
386,38,350,20-06-2020,2,92.37696164
387,39,184,24-10-2022,4,25.15606716
388,39,58,19-04-2022,5,244.8889076
389,40,296,16-06-2021,5,10.34349394
390,41,258,25-06-2019,2,86.10376271
391,41,417,04-08-2021,2,60.5590339
392,41,339,15-02-2018,5,81.06327161
393,41,279,09-10-2023,1,15.19962445
394,41,272,10-01-2021,4,44.50451659
395,41,138,08-09-2017,2,14.14302067
396,41,147,19-07-2023,3,19.02773007
397,41,481,01-07-2020,4,65.22585745
398,41,134,17-05-2018,1,17.35497652
399,42,4,12-08-2017,4,76.54362244
400,42,233,13-10-2023,3,99.41175541
401,42,431,12-11-2019,5,191.7209853
402,42,199,09-06-2019,3,27.56867142
403,42,295,13-03-2020,4,115.8890076
404,42,469,09-01-2020,1,39.26094894
405,42,57,30-07-2017,3,129.7134224
406,42,324,22-11-2016,3,98.77956476
407,42,94,21-12-2022,3,122.3242652
408,42,174,03-02-2021,2,31.83363107
409,42,297,24-02-2016,3,78.92772707
410,42,37,31-08-2023,2,25.2465129
411,42,89,22-10-2019,4,192.599728
412,42,103,09-09-2022,1,24.96090642
413,42,237,11-09-2017,5,140.7162717
414,43,483,22-03-2020,4,59.61655972
415,43,85,22-03-2022,4,156.2806908
416,43,219,08-03-2018,4,50.0155191
417,43,251,07-07-2022,2,34.35321049
418,43,306,02-12-2019,3,51.07193547
419,43,248,28-01-2017,5,30.73260902
420,43,153,03-08-2018,4,159.9008344
421,43,32,17-09-2021,3,95.06851413
422,43,181,13-04-2020,5,15.89419272
423,43,36,15-05-2020,4,34.69584216
424,43,261,18-08-2020,1,3.814349
425,43,275,15-01-2017,1,24.70961533
426,43,60,01-08-2020,3,6.355979466
427,43,283,22-11-2022,4,101.7436261
428,43,204,28-02-2021,2,88.86634368
429,43,364,14-02-2021,5,173.9269991
430,43,279,25-04-2020,2,66.71591525
431,43,467,27-06-2023,5,14.60444471
432,44,65,22-08-2022,5,134.7016194
433,45,11,02-10-2018,5,49.21543917
434,45,47,01-12-2020,3,22.59388168
435,45,33,29-08-2023,5,140.9890034
436,45,312,26-08-2018,5,104.0809259
437,45,222,18-08-2018,1,14.4020556
438,46,452,02-08-2021,3,34.72638416
439,46,454,09-04-2022,4,102.5596764
440,46,284,27-10-2020,4,78.57032649
441,46,206,22-03-2021,1,34.95334761
442,46,346,15-11-2020,3,92.47493978
443,46,405,16-05-2023,1,27.94568821
444,46,405,21-11-2020,2,65.29529114
445,46,248,10-04-2020,5,215.293056
446,46,286,10-09-2021,1,37.33998678
447,46,52,15-05-2019,4,168.5047968
448,46,297,25-09-2020,5,90.21459126
449,46,482,17-07-2021,3,73.11369744
450,46,244,19-03-2022,1,29.07143996
451,46,448,06-05-2023,2,98.93636789
452,46,248,01-11-2023,4,113.4258585
453,47,473,29-08-2018,5,184.8449311
454,47,220,27-04-2019,2,95.39258613
455,47,325,31-10-2018,1,36.74101718
456,47,137,12-06-2018,3,98.25191631
457,47,144,02-03-2017,1,45.443477
458,47,252,17-05-2018,1,34.15491156
459,47,131,23-04-2023,4,171.0947606
460,47,461,25-07-2020,5,220.6778176
461,47,495,22-06-2018,4,60.44097572
462,47,429,04-09-2022,2,28.68252193
463,48,300,22-04-2022,4,34.86531587
464,48,495,01-04-2022,4,184.3193595
465,48,333,25-05-2022,2,23.0647389
466,48,481,18-07-2022,3,108.9373964
467,48,449,23-10-2023,5,131.2455099
468,48,388,12-07-2021,3,40.98283644
469,48,270,14-12-2022,4,65.60947334
470,48,391,07-11-2021,2,75.99191735
471,48,244,22-11-2021,3,103.9281177
472,48,457,07-11-2021,1,7.036495397
473,48,490,06-11-2021,2,62.34277767
474,48,495,28-12-2021,3,82.27036721
475,48,472,18-04-2022,5,148.6106192
476,48,115,18-06-2022,4,169.7138943
477,48,119,12-10-2021,1,23.57575673
478,48,385,26-03-2023,5,25.41962131
479,49,181,23-03-2021,1,33.59093166
480,49,227,20-07-2020,4,118.8388788
481,49,295,09-11-2022,1,48.41214263
482,49,315,15-12-2018,3,128.5927885
483,49,301,03-04-2017,3,53.20902786
484,49,227,07-04-2017,2,84.14666675
485,49,493,21-03-2018,2,62.24614639
486,49,23,11-08-2022,3,109.98072
487,50,43,22-08-2021,4,94.35712043
488,50,82,01-09-2020,3,124.9841856
489,50,257,27-11-2022,3,31.449769
490,51,457,03-12-2022,5,193.378609
491,52,127,07-06-2018,4,21.21380438
492,53,119,24-05-2022,4,75.70842189
493,53,278,18-03-2019,4,175.922881
494,53,409,07-04-2020,4,21.14751154
495,53,105,02-06-2021,3,67.91907135
496,53,454,08-02-2021,4,17.35868418
497,53,167,15-06-2022,1,21.77434938
498,53,191,24-01-2022,2,68.19857735
499,53,485,09-11-2021,3,131.8423789
500,54,219,20-11-2018,2,78.18382601
501,54,307,09-03-2018,5,178.0070312
502,54,217,23-12-2021,4,89.21868637
503,54,440,12-06-2020,5,103.6601723
504,54,394,06-06-2019,5,217.8422669
505,54,377,28-09-2023,1,26.07321543
506,54,185,20-03-2023,2,30.80181978
507,54,298,29-12-2022,1,21.18901247
508,54,191,21-10-2020,5,43.60652131
509,55,402,10-06-2021,4,12.0367139
510,55,44,10-02-2020,4,42.8615389
511,55,377,20-08-2021,1,7.913977421
512,55,273,06-01-2023,2,64.29314299
513,55,69,13-10-2020,4,179.5377451
514,55,467,29-05-2020,1,48.71586336
515,55,287,19-03-2023,2,71.99457531
516,55,404,05-09-2021,3,104.3047143
517,55,22,09-07-2020,2,83.7701457
518,55,22,20-06-2021,1,4.600356227
519,55,388,09-08-2020,3,83.50715882
520,55,325,13-12-2021,5,35.18795824
521,55,87,24-11-2019,2,95.80408724
522,55,267,17-08-2021,3,112.2175774
523,55,306,14-05-2021,2,23.44037592
524,55,435,05-08-2023,3,110.024226
525,56,321,11-12-2020,2,17.80204651
526,56,223,17-05-2021,4,105.7087388
527,56,171,01-01-2020,5,186.8912959
528,56,47,17-05-2020,3,114.9430953
529,56,463,03-06-2018,1,46.77850096
530,56,67,25-07-2022,2,60.91680864
531,57,285,23-12-2021,2,60.43601604
532,57,495,06-02-2023,4,31.25103076
533,57,318,04-08-2022,2,69.79616542
534,57,163,31-08-2023,1,1.744938211
535,57,28,06-11-2021,2,11.29727048
536,57,389,30-12-2021,5,188.1927919
537,57,331,27-01-2022,4,170.2301198
538,57,66,17-10-2023,1,40.95127437
539,57,69,25-05-2022,1,43.65563609
540,57,154,20-09-2022,5,19.62162597
541,57,400,12-03-2022,3,63.07939648
542,57,88,17-06-2021,2,52.43389578
543,58,349,20-06-2019,4,82.99411864
544,58,389,15-03-2020,2,30.02194527
545,58,65,31-03-2023,5,217.0817726
546,58,238,21-11-2020,3,133.1211719
547,58,237,25-12-2020,1,46.10423295
548,58,139,19-04-2023,2,42.55586813
549,58,78,15-05-2018,1,11.96524565
550,58,456,14-06-2017,3,69.98684477
551,58,485,07-06-2023,2,18.94052307
552,58,354,10-11-2020,4,148.1071132
553,58,255,06-09-2020,3,76.57250648
554,59,339,08-05-2023,2,49.04778307
555,59,67,14-11-2021,2,33.5785025
556,59,101,01-04-2023,2,70.64218125
557,59,434,31-10-2023,3,74.02693534
558,59,462,21-01-2022,1,2.772564024
559,60,362,12-08-2016,5,48.36072286
560,60,250,26-02-2017,2,77.82811767
561,60,264,03-12-2016,4,112.2259844
562,60,387,28-04-2018,2,71.90748718
563,60,379,08-09-2016,3,69.63665579
564,60,278,15-05-2018,3,52.19413652
565,60,144,04-08-2016,4,67.78430535
566,60,388,09-08-2019,5,196.7446509
567,60,454,06-07-2020,2,15.35072054
568,60,6,17-01-2018,5,128.7749378
569,60,343,10-08-2022,2,75.95181907
570,60,402,10-03-2023,4,112.1259262
571,60,293,23-08-2021,3,79.70085576
572,60,485,23-07-2023,5,129.3618158
573,60,419,07-04-2021,5,61.17386172
574,60,118,08-02-2019,1,12.67467333
575,60,44,05-05-2017,2,19.1611435
576,60,468,12-05-2021,3,133.7858219
577,60,161,13-09-2022,2,34.74821673
578,60,177,07-12-2019,4,155.6494356
579,61,34,04-01-2023,4,14.19126197
580,61,423,20-09-2023,3,41.90461997
581,61,50,11-08-2023,1,47.45196179
582,61,194,16-03-2023,4,88.6725349
583,61,5,12-08-2023,4,69.80824183
584,61,454,26-04-2023,1,8.909996733
585,61,218,08-07-2023,3,144.3703139
586,61,492,12-08-2023,1,19.16757584
587,61,169,27-03-2023,1,21.35062618
588,61,226,17-10-2022,4,185.643972
589,61,118,28-02-2023,3,100.3599083
590,61,483,16-09-2022,4,172.6942115
591,61,284,19-10-2023,3,104.0549173
592,61,115,17-09-2022,2,58.06268171
593,61,67,20-01-2023,3,34.66731719
594,61,43,08-12-2022,3,106.3536606
595,61,205,04-02-2023,1,35.16552966
596,62,295,20-11-2021,3,56.85348328
597,62,482,02-01-2023,4,149.3018406
598,62,121,11-09-2023,4,197.2956029
599,62,468,29-06-2023,5,123.6116784
600,62,477,20-02-2022,2,11.87780043
601,62,63,03-07-2022,3,79.55569305
602,62,253,13-05-2023,3,4.795114478
603,62,25,07-10-2023,2,43.60285531
604,62,169,31-01-2023,3,84.63147257
605,62,490,23-04-2023,5,224.2029703
606,62,76,28-07-2023,5,17.16193743
607,62,435,10-09-2023,1,2.811865527
608,62,392,27-07-2023,4,55.54446395
609,62,4,18-06-2022,5,179.2194365
610,62,236,03-09-2022,4,115.0964506
611,63,484,05-08-2022,5,45.58551879
612,63,403,14-03-2021,4,165.4905176
613,63,405,28-01-2019,4,90.79000369
614,63,266,02-06-2020,5,71.26621486
615,63,275,13-07-2020,1,37.14202883
616,63,368,08-07-2023,5,242.6451468
617,63,327,24-07-2022,4,6.826724956
618,63,186,24-12-2020,4,66.91845715
619,63,130,23-05-2023,1,25.87418956
620,63,168,04-05-2023,4,186.3893265
621,63,93,24-04-2019,2,72.90739986
622,63,491,30-03-2020,4,21.46579343
623,64,80,26-05-2017,5,112.1038659
624,64,157,09-09-2020,1,48.70216785
625,64,165,15-08-2019,2,24.49499374
626,64,467,23-06-2020,4,108.6278509
627,64,304,31-01-2018,4,152.659732
628,64,393,12-08-2021,1,36.74034828
629,64,389,09-03-2018,5,247.2310636
630,64,406,18-09-2019,5,164.1687389
631,64,318,09-01-2020,5,153.9437722
632,64,259,08-04-2023,3,22.35076277
633,64,145,18-11-2018,1,8.364046411
634,64,399,14-10-2017,5,116.1869211
635,64,320,05-04-2022,3,25.2023928
636,64,352,15-06-2022,5,178.8962578
637,64,138,08-04-2019,5,89.82436905
638,64,241,10-04-2021,4,184.1610665
639,64,171,08-06-2021,3,34.7560462
640,64,268,06-02-2019,3,24.48466456
641,65,308,06-08-2023,4,56.68776775
642,65,358,11-01-2022,1,38.11292958
643,65,53,17-07-2023,1,41.48846367
644,65,331,03-04-2020,2,70.10466359
645,65,145,16-06-2023,4,78.76152995
646,65,98,04-03-2021,5,72.42379587
647,65,176,17-12-2020,3,102.7988623
648,65,189,02-01-2021,3,112.7278352
649,65,177,18-04-2022,5,144.7328081
650,65,42,22-01-2023,1,46.06043683
651,65,188,27-05-2023,1,48.09037107
652,65,379,05-01-2022,3,82.17140367
653,65,38,17-11-2021,3,67.19880501
654,65,356,07-09-2021,2,50.57428024
655,65,322,19-05-2022,3,110.3634984
656,66,422,11-09-2018,5,53.22550411
657,66,402,05-05-2021,5,152.9491724
658,66,419,15-04-2020,1,15.06790435
659,66,260,19-11-2021,3,149.7128831
660,66,354,19-06-2020,4,22.79976912
661,66,300,24-02-2021,1,8.402676754
662,66,116,17-11-2019,5,205.8421058
663,66,198,11-06-2020,4,37.35734311
664,66,189,25-02-2020,5,216.8210758
